Freq,Re(Av),Im(Av),Re(Ai),Im(Ai),Re(Pin),Im(Pin),Re(Pout),Im(Pout),Re(Zin),Im(Zin),Re(Zout),Im(Zout),Re(Vin),Im(Vin),Re(Vout),Im(Vout),Re(Iin),Im(Iin),Re(Iout),Im(Iout)
6.041e+04,8.178e-01,5.289e-01,8.812e-01,5.282e-01,1.871e-02,-6.322e-04,8.826e-03,1.653e-02,3.334e+02,1.097e+01,2.994e+02,-1.023e+01,2.432e+00,-4.107e-02,2.011e+00,1.253e+00,7.697e-03,-1.300e-04,6.851e-03,3.951e-03
6.712e+04,7.577e-01,-7.056e-01,6.636e-01,-7.046e-01,2.108e-02,-1.367e-03,-1.252e-03,-2.114e-02,2.952e+02,1.979e+01,3.373e+02,-2.212e+01,2.582e+00,-8.361e-02,1.898e+00,-1.886e+00,8.172e-03,-2.646e-04,5.237e-03,-5.934e-03
7.383e+04,-4.568e-01,-8.573e-01,-5.824e-01,-8.561e-01,1.844e-02,-2.039e-03,-6.812e-03,1.737e-02,3.356e+02,3.592e+01,2.947e+02,-3.192e+01,2.417e+00,-1.333e-01,-1.218e+00,-2.012e+00,7.650e-03,-4.217e-04,-4.817e-03,-6.303e-03
8.055e+04,-9.761e-01,3.091e-01,-9.267e-01,3.087e-01,2.072e-02,-3.175e-04,1.657e-02,-1.243e-02,3.015e+02,4.732e+00,3.312e+02,-4.918e+00,2.559e+00,-1.961e-02,-2.491e+00,8.101e-01,8.097e-03,-6.205e-05,-7.484e-03,2.557e-03
8.726e+04,-6.455e-03,1.001e+00,1.670e-01,9.998e-01,1.933e-02,-3.379e-03,-1.883e-02,6.494e-03,3.161e+02,5.483e+01,3.075e+02,-5.341e+01,2.481e+00,-2.152e-01,1.994e-01,2.485e+00,7.851e-03,-6.810e-04,1.992e-03,7.736e-03
9.397e+04,9.744e-01,1.517e-01,1.003e+00,1.515e-01,1.923e-02,-7.944e-05,1.837e-02,5.687e-03,3.250e+02,1.324e+00,3.073e+02,-1.385e+00,2.465e+00,-5.092e-03,2.403e+00,3.690e-01,7.801e-03,-1.611e-05,7.824e-03,1.165e-03
1.007e+05,4.665e-01,-9.331e-01,2.800e-01,-9.317e-01,2.099e-02,-3.536e-03,-1.797e-02,-1.200e-02,2.910e+02,5.076e+01,3.339e+02,-5.789e+01,2.585e+00,-2.161e-01,1.004e+00,-2.513e+00,8.180e-03,-6.840e-04,1.653e-03,-7.813e-03
1.074e+05,-7.564e-01,-5.788e-01,-8.798e-01,-5.779e-01,1.781e-02,-1.322e-03,7.146e-03,1.641e-02,3.487e+02,2.465e+01,2.852e+02,-2.055e+01,2.374e+00,-8.803e-02,-1.846e+00,-1.307e+00,7.512e-03,-2.786e-04,-6.770e-03,-4.096e-03
1.141e+05,-8.219e-01,6.709e-01,-6.699e-01,6.699e-01,2.201e-02,-2.131e-03,9.250e-05,-2.222e-02,2.811e+02,2.884e+01,3.521e+02,-3.562e+01,2.640e+00,-1.275e-01,-2.084e+00,1.876e+00,8.355e-03,-4.036e-04,-5.326e-03,5.868e-03
1.208e+05,3.741e-01,8.842e-01,5.862e-01,8.829e-01,1.765e-02,-3.467e-03,-6.964e-03,1.692e-02,3.437e+02,6.419e+01,2.813e+02,-5.289e+01,2.373e+00,-2.309e-01,1.092e+00,2.012e+00,7.509e-03,-7.307e-04,5.047e-03,6.201e-03
1.275e+05,9.973e-01,-2.728e-01,9.282e-01,-2.724e-01,2.111e-02,-3.920e-04,1.777e-02,-1.141e-02,2.957e+02,5.679e+00,3.377e+02,-6.230e+00,2.583e+00,-2.398e-02,2.569e+00,-7.285e-01,8.174e-03,-7.588e-05,7.566e-03,-2.297e-03
1.342e+05,8.651e-02,-1.009e+00,-1.823e-01,-1.007e+00,1.915e-02,-5.225e-03,-1.925e-02,7.242e-03,3.093e+02,8.376e+01,3.017e+02,-8.175e+01,2.482e+00,-3.326e-01,-1.207e-01,-2.532e+00,7.856e-03,-1.052e-03,-2.492e-03,-7.720e-03
1.409e+05,-9.596e-01,-1.777e-01,-1.009e+00,-1.775e-01,1.882e-02,-1.654e-04,1.769e-02,6.426e-03,3.319e+02,2.847e+00,3.009e+02,-2.733e+00,2.439e+00,-1.072e-02,-2.342e+00,-4.231e-01,7.718e-03,-3.392e-05,-7.795e-03,-1.335e-03
1.477e+05,-5.261e-01,9.317e-01,-2.530e-01,9.304e-01,2.156e-02,-5.204e-03,-1.960e-02,-1.182e-02,2.766e+02,7.049e+01,3.399e+02,-8.628e+01,2.629e+00,-3.127e-01,-1.092e+00,2.614e+00,8.320e-03,-9.897e-04,-1.184e-03,7.991e-03
1.544e+05,7.222e-01,5.902e-01,9.031e-01,5.894e-01,1.694e-02,-1.927e-03,7.001e-03,1.565e-02,3.637e+02,3.855e+01,2.717e+02,-2.918e+01,2.317e+00,-1.314e-01,1.751e+00,1.273e+00,7.333e-03,-4.159e-04,6.867e-03,3.946e-03
1.611e+05,8.544e-01,-6.745e-01,6.386e-01,-6.736e-01,2.294e-02,-3.084e-03,-1.009e-03,-2.336e-02,2.670e+02,3.902e+01,3.668e+02,-5.307e+01,2.698e+00,-1.806e-01,2.183e+00,-1.974e+00,8.539e-03,-5.715e-04,5.068e-03,-6.116e-03
1.678e+05,-3.395e-01,-8.863e-01,-6.348e-01,-8.851e-01,1.675e-02,-4.692e-03,-5.479e-03,1.713e-02,3.517e+02,9.175e+01,2.664e+02,-6.983e+01,2.323e+00,-3.192e-01,-1.071e+00,-1.950e+00,7.350e-03,-1.010e-03,-5.560e-03,-5.864e-03
1.745e+05,-1.008e+00,2.918e-01,-9.073e-01,2.913e-01,2.173e-02,-6.178e-04,1.769e-02,-1.265e-02,2.868e+02,8.568e+00,3.480e+02,-1.012e+01,2.621e+00,-3.725e-02,-2.632e+00,8.022e-01,8.293e-03,-1.179e-04,-7.490e-03,2.523e-03
1.812e+05,-1.073e-01,1.014e+00,2.577e-01,1.013e+00,1.860e-02,-6.981e-03,-1.856e-02,1.021e-02,3.045e+02,1.126e+02,2.892e+02,-1.071e+02,2.465e+00,-4.475e-01,1.894e-01,2.549e+00,7.801e-03,-1.416e-03,3.445e-03,7.537e-03
1.879e+05,9.640e-01,1.412e-01,1.017e+00,1.410e-01,1.876e-02,-1.392e-04,1.805e-02,5.109e-03,3.329e+02,2.407e+00,2.999e+02,-2.290e+00,2.435e+00,-9.033e-03,2.348e+00,3.351e-01,7.705e-03,-2.858e-05,7.838e-03,1.057e-03
1.946e+05,5.294e-01,-9.576e-01,1.594e-01,-9.562e-01,2.168e-02,-7.194e-03,-2.276e-02,-8.306e-03,2.645e+02,9.379e+01,3.363e+02,-1.189e+02,2.652e+00,-4.285e-01,9.939e-01,-2.767e+00,8.394e-03,-1.356e-03,4.107e-05,-8.242e-03
2.014e+05,-7.372e-01,-5.446e-01,-9.549e-01,-5.438e-01,1.627e-02,-2.093e-03,8.560e-03,1.413e-02,3.766e+02,4.436e+01,2.617e+02,-3.118e+01,2.272e+00,-1.455e-01,-1.754e+00,-1.130e+00,7.190e-03,-4.605e-04,-7.116e-03,-3.470e-03
2.081e+05,-8.485e-01,7.334e-01,-5.455e-01,7.324e-01,2.382e-02,-4.751e-03,-6.623e-03,-2.398e-02,2.515e+02,5.604e+01,3.789e+02,-8.387e+01,2.757e+00,-2.723e-01,-2.140e+00,2.253e+00,8.725e-03,-8.616e-04,-4.128e-03,6.860e-03
2.148e+05,3.775e-01,8.496e-01,7.398e-01,8.484e-01,1.564e-02,-5.298e-03,-1.878e-03,1.718e-02,3.665e+02,1.125e+02,2.494e+02,-7.688e+01,2.254e+00,-3.714e-01,1.166e+00,1.775e+00,7.132e-03,-1.175e-03,6.273e-03,5.181e-03
2.215e+05,1.011e+00,-3.880e-01,8.404e-01,-3.875e-01,2.298e-02,-1.412e-03,1.505e-02,-1.748e-02,2.696e+02,1.797e+01,3.690e+02,-2.422e+01,2.696e+00,-8.274e-02,2.693e+00,-1.130e+00,8.531e-03,-2.618e-04,7.068e-03,-3.525e-03
2.282e+05,4.470e-02,-1.010e+00,-4.129e-01,-1.008e+00,1.725e-02,-8.321e-03,-1.479e-02,1.504e-02,3.101e+02,1.431e+02,2.661e+02,-1.230e+02,2.398e+00,-5.482e-01,-4.464e-01,-2.446e+00,7.589e-03,-1.735e-03,-4.883e-03,-6.937e-03
2.349e+05,-9.962e-01,-1.586e-02,-1.004e+00,-1.584e-02,1.963e-02,-1.861e-06,1.962e-02,6.205e-04,3.183e+02,3.007e-02,3.137e+02,-4.396e-02,2.491e+00,-1.181e-04,-2.481e+00,-3.940e-02,7.882e-03,-3.737e-07,-7.910e-03,-1.245e-04
2.416e+05,-4.537e-01,1.007e+00,2.955e-02,1.006e+00,2.067e-02,-9.532e-03,-2.529e-02,9.698e-04,2.595e+02,1.263e+02,3.120e+02,-1.517e+02,2.619e+00,-5.750e-01,-6.093e-01,2.900e+00,8.289e-03,-1.819e-03,2.075e-03,8.285e-03
2.483e+05,8.158e-01,4.113e-01,1.019e+00,4.107e-01,1.627e-02,-1.472e-03,1.188e-02,1.129e-02,3.788e+02,3.137e+01,2.619e+02,-2.198e+01,2.270e+00,-1.025e-01,1.894e+00,8.499e-01,7.182e-03,-3.243e-04,7.449e-03,2.620e-03
2.550e+05,7.830e-01,-8.519e-01,3.516e-01,-8.507e-01,2.404e-02,-7.763e-03,-1.830e-02,-1.973e-02,2.364e+02,8.698e+01,3.730e+02,-1.367e+02,2.791e+00,-4.395e-01,1.811e+00,-2.722e+00,8.832e-03,-1.391e-03,1.923e-03,-8.002e-03
2.618e+05,-5.087e-01,-7.393e-01,-8.929e-01,-7.383e-01,1.459e-02,-4.697e-03,3.527e-03,1.555e-02,3.931e+02,1.113e+02,2.354e+02,-6.700e+01,2.174e+00,-3.413e-01,-1.358e+00,-1.434e+00,6.881e-03,-1.080e-03,-6.942e-03,-4.116e-03
2.685e+05,-9.856e-01,5.759e-01,-6.786e-01,5.751e-01,2.486e-02,-3.854e-03,4.701e-03,-2.511e-02,2.427e+02,4.305e+01,3.994e+02,-7.029e+01,2.811e+00,-2.166e-01,-2.646e+00,1.833e+00,8.897e-03,-6.855e-04,-5.643e-03,5.582e-03
2.752e+05,1.299e-01,9.574e-01,6.529e-01,9.560e-01,1.507e-02,-8.361e-03,-6.247e-03,1.823e-02,3.395e+02,1.697e+02,2.358e+02,-1.181e+02,2.259e+00,-5.848e-01,8.532e-01,2.087e+00,7.149e-03,-1.851e-03,6.437e-03,5.626e-03
2.819e+05,1.039e+00,-2.265e-01,9.127e-01,-2.262e-01,2.229e-02,-6.066e-04,1.973e-02,-1.039e-02,2.792e+02,8.099e+00,3.574e+02,-1.014e+01,2.654e+00,-3.611e-02,2.751e+00,-6.386e-01,8.399e-03,-1.143e-04,7.640e-03,-2.004e-03
2.886e+05,2.604e-01,-1.044e+00,-3.377e-01,-1.042e+00,1.771e-02,-1.120e-02,-1.992e-02,1.460e-02,2.738e+02,1.708e+02,2.632e+02,-1.642e+02,2.472e+00,-7.157e-01,-1.036e-01,-2.766e+00,7.822e-03,-2.265e-03,-5.002e-03,-7.387e-03
2.953e+05,-9.480e-01,-1.447e-01,-1.033e+00,-1.445e-01,1.815e-02,-2.282e-04,1.746e-02,4.982e-03,3.437e+02,4.147e+00,2.905e+02,-3.626e+00,2.395e+00,-1.506e-02,-2.273e+00,-3.324e-01,7.579e-03,-4.764e-05,-7.835e-03,-1.046e-03
3.020e+05,-6.073e-01,9.980e-01,-8.791e-03,9.966e-01,2.175e-02,-1.175e-02,-2.874e-02,-1.728e-03,2.320e+02,1.386e+02,3.181e+02,-1.897e+02,2.710e+00,-6.853e-01,-9.617e-01,3.121e+00,8.576e-03,-2.169e-03,2.086e-03,8.565e-03
3.087e+05,7.348e-01,4.897e-01,1.035e+00,4.890e-01,1.487e-02,-2.461e-03,9.879e-03,1.159e-02,4.056e+02,5.932e+01,2.412e+02,-3.557e+01,2.175e+00,-1.788e-01,1.686e+00,9.336e-01,6.882e-03,-5.658e-04,7.400e-03,2.780e-03
3.154e+05,8.695e-01,-8.372e-01,3.451e-01,-8.360e-01,2.525e-02,-9.340e-03,-1.958e-02,-2.192e-02,2.172e+02,9.544e+01,3.863e+02,-1.692e+02,2.871e+00,-5.139e-01,2.066e+00,-2.851e+00,9.086e-03,-1.626e-03,1.776e-03,-8.158e-03
3.222e+05,-4.375e-01,-7.706e-01,-9.304e-01,-7.694e-01,1.335e-02,-5.937e-03,3.775e-03,1.517e-02,4.033e+02,1.528e+02,2.168e+02,-8.243e+01,2.102e+00,-4.463e-01,-1.264e+00,-1.424e+00,6.651e-03,-1.412e-03,-7.275e-03,-3.803e-03
3.289e+05,-1.023e+00,5.905e-01,-6.372e-01,5.897e-01,2.610e-02,-5.023e-03,3.005e-03,-2.709e-02,2.267e+02,5.174e+01,4.192e+02,-9.509e+01,2.885e+00,-2.751e-01,-2.789e+00,1.985e+00,9.130e-03,-8.705e-04,-5.305e-03,5.938e-03
3.356e+05,9.912e-02,9.633e-01,7.409e-01,9.619e-01,1.367e-02,-9.709e-03,-3.808e-03,1.934e-02,3.379e+02,2.086e+02,2.144e+02,-1.326e+02,2.193e+00,-6.995e-01,8.912e-01,2.043e+00,6.940e-03,-2.214e-03,7.271e-03,5.035e-03
3.423e+05,1.061e+00,-2.929e-01,8.618e-01,-2.925e-01,2.368e-02,-1.258e-03,1.892e-02,-1.437e-02,2.609e+02,1.531e+01,3.815e+02,-2.208e+01,2.737e+00,-7.262e-02,2.882e+00,-8.787e-01,8.661e-03,-2.298e-04,7.397e-03,-2.731e-03
3.490e+05,2.391e-01,-1.058e+00,-4.942e-01,-1.057e+00,1.585e-02,-1.295e-02,-1.609e-02,2.029e-02,2.692e+02,2.087e+02,2.322e+02,-1.801e+02,2.395e+00,-8.541e-01,-3.312e-01,-2.739e+00,7.580e-03,-2.703e-03,-6.602e-03,-6.673e-03
3.557e+05,-9.925e-01,-2.069e-02,-1.007e+00,-2.066e-02,1.949e-02,-5.347e-06,1.947e-02,8.005e-04,3.207e+02,8.732e-02,3.114e+02,-1.034e-01,2.482e+00,-3.404e-04,-2.463e+00,-5.101e-02,7.854e-03,-1.077e-06,-7.910e-03,-1.612e-04
3.624e+05,-5.429e-01,1.058e+00,2.188e-01,1.057e+00,1.949e-02,-1.466e-02,-2.914e-02,1.147e-02,2.238e+02,1.804e+02,2.712e+02,-2.184e+02,2.633e+00,-8.798e-01,-4.981e-01,3.265e+00,8.332e-03,-2.784e-03,4.766e-03,8.198e-03
3.691e+05,8.374e-01,3.201e-01,1.072e+00,3.197e-01,1.562e-02,-1.295e-03,1.321e-02,8.512e-03,3.933e+02,2.935e+01,2.525e+02,-1.907e+01,2.224e+00,-9.201e-02,1.891e+00,6.348e-01,7.037e-03,-2.912e-04,7.637e-03,1.937e-03
3.758e+05,7.883e-01,-9.771e-01,5.920e-02,-9.757e-01,2.356e-02,-1.413e-02,-3.304e-02,-6.673e-03,2.008e+02,1.431e+02,3.307e+02,-2.353e+02,2.839e+00,-7.862e-01,1.470e+00,-3.394e+00,8.985e-03,-2.488e-03,-1.895e-03,-8.914e-03
3.826e+05,-6.212e-01,-5.828e-01,-1.064e+00,-5.819e-01,1.307e-02,-3.984e-03,8.114e-03,1.154e-02,4.361e+02,1.121e+02,2.149e+02,-5.555e+01,2.055e+00,-3.063e-01,-1.455e+00,-1.007e+00,6.503e-03,-9.694e-04,-7.483e-03,-2.753e-03
3.893e+05,-9.629e-01,8.329e-01,-3.192e-01,8.317e-01,2.668e-02,-1.141e-02,-2.245e-02,-2.406e-02,1.952e+02,1.047e+02,3.982e+02,-2.130e+02,2.966e+00,-6.077e-01,-2.350e+00,3.056e+00,9.387e-03,-1.923e-03,-1.397e-03,8.421e-03
3.960e+05,3.710e-01,7.947e-01,9.958e-01,7.935e-01,1.181e-02,-7.186e-03,4.717e-03,1.470e-02,4.118e+02,2.040e+02,1.949e+02,-9.686e+01,2.013e+00,-5.641e-01,1.195e+00,1.390e+00,6.369e-03,-1.785e-03,7.759e-03,3.277e-03
4.027e+05,1.064e+00,-6.471e-01,5.468e-01,-6.461e-01,2.776e-02,-7.427e-03,-3.188e-03,-3.012e-02,2.039e+02,6.835e+01,4.410e+02,-1.472e+02,2.988e+00,-3.928e-01,2.925e+00,-2.351e+00,9.454e-03,-1.243e-03,4.367e-03,-6.788e-03
4.094e+05,-1.114e-01,-9.502e-01,-8.838e-01,-9.488e-01,1.169e-02,-1.049e-02,5.355e-04,1.948e-02,3.462e+02,2.537e+02,1.880e+02,-1.380e+02,2.081e+00,-7.970e-01,-9.891e-01,-1.888e+00,6.584e-03,-2.522e-03,-8.212e-03,-4.018e-03
4.161e+05,-1.098e+00,4.402e-01,-7.345e-01,4.395e-01,2.655e-02,-3.569e-03,1.340e-02,-2.358e-02,2.259e+02,3.626e+01,4.313e+02,-6.875e+01,2.903e+00,-1.943e-01,-3.102e+00,1.491e+00,9.186e-03,-6.147e-04,-6.477e-03,4.489e-03
4.228e+05,-1.377e-01,1.051e+00,7.444e-01,1.049e+00,1.260e-02,-1.360e-02,-6.512e-03,2.443e-02,2.822e+02,2.612e+02,1.909e+02,-1.769e+02,2.218e+00,-9.688e-01,7.125e-01,2.464e+00,7.020e-03,-3.066e-03,8.443e-03,5.083e-03
4.295e+05,1.076e+00,-2.300e-01,8.801e-01,-2.296e-01,2.370e-02,-9.738e-04,2.076e-02,-1.153e-02,2.609e+02,1.185e+01,3.820e+02,-1.709e+01,2.737e+00,-5.621e-02,2.933e+00,-6.900e-01,8.663e-03,-1.779e-04,7.583e-03,-2.146e-03
4.362e+05,3.623e-01,-1.103e+00,-5.931e-01,-1.101e+00,1.438e-02,-1.618e-02,-1.644e-02,2.681e-02,2.350e+02,2.475e+02,2.019e+02,-2.127e+02,2.386e+00,-1.072e+00,-3.174e-01,-3.020e+00,7.551e-03,-3.391e-03,-8.213e-03,-6.305e-03
4.430e+05,-1.013e+00,3.027e-02,-9.863e-01,3.022e-02,2.031e-02,-1.700e-05,2.027e-02,-1.245e-03,3.077e+02,2.611e-01,3.245e+02,-2.471e-01,2.533e+00,-1.061e-03,-2.566e+00,7.774e-02,8.017e-03,-3.356e-06,-7.907e-03,2.456e-04
4.497e+05,-5.544e-01,1.117e+00,4.427e-01,1.115e+00,1.671e-02,-1.801e-02,-2.715e-02,2.478e-02,2.037e+02,2.267e+02,2.195e+02,-2.442e+02,2.554e+00,-1.114e+00,-1.717e-01,3.470e+00,8.082e-03,-3.526e-03,7.510e-03,7.452e-03
4.564e+05,9.234e-01,1.494e-01,1.059e+00,1.491e-01,1.722e-02,-3.672e-04,1.656e-02,4.745e-03,3.611e+02,7.218e+00,2.764e+02,-5.642e+00,2.333e+00,-2.487e-02,2.158e+00,3.255e-01,7.383e-03,-7.870e-05,7.829e-03,1.018e-03
4.631e+05,7.111e-01,-1.103e+00,-3.035e-01,-1.102e+00,1.922e-02,-1.904e-02,-3.605e-02,1.863e-02,1.838e+02,2.056e+02,2.419e+02,-2.706e+02,2.704e+00,-1.112e+00,6.951e-01,-3.775e+00,8.556e-03,-3.521e-03,-6.476e-03,-8.359e-03
4.698e+05,-8.221e-01,-3.031e-01,-1.105e+00,-3.027e-01,1.481e-02,-1.432e-03,1.293e-02,7.477e-03,4.118e+02,3.510e+01,2.408e+02,-2.073e+01,2.166e+00,-1.045e-01,-1.812e+00,-5.707e-01,6.854e-03,-3.306e-04,-7.673e-03,-1.710e-03
4.765e+05,-8.334e-01,1.074e+00,1.830e-01,1.073e+00,2.156e-02,-1.940e-02,-4.167e-02,1.028e-02,1.712e+02,1.869e+02,2.668e+02,-2.910e+02,2.827e+00,-1.085e+00,-1.191e+00,3.941e+00,8.945e-03,-3.432e-03,5.319e-03,8.968e-03
4.832e+05,7.212e-01,4.285e-01,1.132e+00,4.278e-01,1.307e-02,-2.720e-03,1.043e-02,8.647e-03,4.493e+02,7.883e+01,2.157e+02,-3.808e+01,2.043e+00,-2.104e-01,1.563e+00,7.235e-01,6.464e-03,-6.658e-04,7.605e-03,2.012e-03
4.899e+05,9.250e-01,-1.040e+00,-8.671e-02,-1.039e+00,2.352e-02,-1.936e-02,-4.415e-02,1.986e-03,1.634e+02,1.719e+02,2.909e+02,-3.057e+02,2.921e+00,-1.047e+00,1.612e+00,-4.006e+00,9.242e-03,-3.314e-03,-4.243e-03,-9.311e-03
4.966e+05,-6.313e-01,-5.247e-01,-1.149e+00,-5.239e-01,1.184e-02,-3.933e-03,9.002e-03,9.281e-03,4.695e+02,1.271e+02,1.983e+02,-5.391e+01,1.960e+00,-3.170e-01,-1.404e+00,-8.283e-01,6.203e-03,-1.003e-03,-7.650e-03,-2.097e-03
5.034e+05,-9.909e-01,1.010e+00,1.825e-02,1.008e+00,2.498e-02,-1.920e-02,-4.471e-02,-4.610e-03,1.581e+02,1.611e+02,3.107e+02,-3.162e+02,2.988e+00,-1.015e+00,-1.935e+00,4.023e+00,9.454e-03,-3.213e-03,3.412e-03,9.474e-03
5.101e+05,5.602e-01,5.922e-01,1.160e+00,5.913e-01,1.100e-02,-4.905e-03,8.289e-03,9.727e-03,4.763e+02,1.687e+02,1.864e+02,-6.629e+01,1.908e+00,-4.062e-01,1.309e+00,9.022e-01,6.037e-03,-1.285e-03,7.763e-03,2.079e-03
5.168e+05,1.036e+00,-9.906e-01,1.944e-02,-9.892e-01,2.591e-02,-1.919e-02,-4.490e-02,-8.633e-03,1.540e+02,1.551e+02,3.228e+02,-3.246e+02,3.031e+00,-1.000e+00,2.149e+00,-4.039e+00,9.593e-03,-3.165e-03,-2.945e-03,-9.551e-03
5.235e+05,-5.143e-01,-6.313e-01,-1.171e+00,-6.304e-01,1.044e-02,-5.535e-03,8.016e-03,9.974e-03,4.774e+02,1.973e+02,1.788e+02,-7.415e+01,1.876e+00,-4.663e-01,-1.259e+00,-9.442e-01,5.935e-03,-1.476e-03,-7.877e-03,-2.014e-03
5.302e+05,-1.064e+00,9.880e-01,-2.367e-02,9.866e-01,2.630e-02,-1.955e-02,-4.595e-02,-9.652e-03,1.501e+02,1.543e+02,3.244e+02,-3.329e+02,3.055e+00,-1.011e+00,-2.251e+00,4.094e+00,9.668e-03,-3.200e-03,2.928e-03,9.614e-03
5.369e+05,4.983e-01,6.415e-01,1.182e+00,6.406e-01,1.015e-02,-5.754e-03,8.007e-03,9.907e-03,4.798e+02,2.099e+02,1.748e+02,-7.676e+01,1.856e+00,-4.897e-01,1.239e+00,9.467e-01,5.874e-03,-1.550e-03,7.937e-03,1.931e-03
5.436e+05,1.077e+00,-1.005e+00,-8.439e-03,-1.004e+00,2.609e-02,-2.039e-02,-4.842e-02,-7.211e-03,1.458e+02,1.591e+02,3.136e+02,-3.416e+02,3.058e+00,-1.053e+00,2.234e+00,-4.208e+00,9.678e-03,-3.333e-03,-3.428e-03,-9.687e-03
5.503e+05,-5.158e-01,-6.203e-01,-1.194e+00,-6.194e-01,1.013e-02,-5.505e-03,8.180e-03,9.462e-03,4.863e+02,2.040e+02,1.747e+02,-7.355e+01,1.850e+00,-4.703e-01,-1.246e+00,-9.049e-01,5.854e-03,-1.488e-03,-7.909e-03,-1.850e-03
5.571e+05,-1.073e+00,1.043e+00,8.004e-02,1.041e+00,2.514e-02,-2.168e-02,-5.188e-02,-5.984e-04,1.413e+02,1.699e+02,2.897e+02,-3.480e+02,3.036e+00,-1.128e+00,-2.082e+00,4.377e+00,9.607e-03,-3.570e-03,4.486e-03,9.718e-03
5.638e+05,5.692e-01,5.634e-01,1.200e+00,5.626e-01,1.050e-02,-4.756e-03,8.580e-03,8.716e-03,4.933e+02,1.748e+02,1.799e+02,-6.401e+01,1.865e+00,-4.029e-01,1.289e+00,8.216e-01,5.903e-03,-1.275e-03,7.800e-03,1.791e-03
5.705e+05,1.050e+00,-1.098e+00,-1.941e-01,-1.096e+00,2.327e-02,-2.319e-02,-5.450e-02,1.082e-02,1.372e+02,1.873e+02,2.549e+02,-3.476e+02,2.978e+00,-1.231e+00,1.774e+00,-4.561e+00,9.424e-03,-3.894e-03,-6.098e-03,-9.576e-03
5.772e+05,-6.591e-01,-4.641e-01,-1.191e+00,-4.634e-01,1.147e-02,-3.500e-03,9.540e-03,7.848e-03,4.868e+02,1.197e+02,1.935e+02,-4.784e+01,1.925e+00,-2.872e-01,-1.402e+00,-7.042e-01,6.093e-03,-9.088e-04,-7.677e-03,-1.741e-03
