Freq,Re(Av),Im(Av),Re(Ai),Im(Ai),Re(Pin),Im(Pin),Re(Pout),Im(Pout),Re(Zin),Im(Zin),Re(Zout),Im(Zout),Re(Vin),Im(Vin),Re(Vout),Im(Vout),Re(Iin),Im(Iin),Re(Iout),Im(Iout)
5.839e+05,-9.964e-01,1.163e+00,3.518e-01,1.161e+00,2.036e-02,-2.448e-02,-5.294e-02,2.642e-02,1.350e+02,2.115e+02,2.146e+02,-3.362e+02,2.872e+00,-1.347e+00,-1.295e+00,4.682e+00,9.088e-03,-4.263e-03,8.148e-03,9.054e-03
5.906e+05,7.829e-01,3.142e-01,1.151e+00,3.138e-01,1.349e-02,-1.825e-03,1.193e-02,6.726e-03,4.442e+02,5.120e+01,2.219e+02,-2.577e+01,2.069e+00,-1.393e-01,1.664e+00,5.410e-01,6.547e-03,-4.409e-04,7.677e-03,1.547e-03
5.973e+05,9.011e-01,-1.224e+00,-5.506e-01,-1.222e+00,1.649e-02,-2.491e-02,-4.350e-02,4.257e-02,1.370e+02,2.434e+02,1.758e+02,-3.122e+02,2.707e+00,-1.454e+00,6.592e-01,-4.623e+00,8.565e-03,-4.601e-03,-1.034e-02,-7.936e-03
6.040e+05,-9.326e-01,-1.064e-01,-1.060e+00,-1.062e-01,1.735e-02,-2.474e-04,1.701e-02,3.434e-03,3.587e+02,4.810e+00,2.784e+02,-3.818e+00,2.342e+00,-1.670e-02,-2.186e+00,-2.336e-01,7.411e-03,-5.283e-05,-7.862e-03,-7.312e-04
6.107e+05,-7.469e-01,1.259e+00,7.795e-01,1.257e+00,1.216e-02,-2.379e-02,-2.531e-02,5.201e-02,1.478e+02,2.838e+02,1.445e+02,-2.774e+02,2.479e+00,-1.517e+00,5.783e-02,4.253e+00,7.843e-03,-4.799e-03,1.215e-02,6.118e-03
6.175e+05,1.091e+00,-1.624e-01,8.922e-01,-1.621e-01,2.383e-02,-6.994e-04,2.235e-02,-8.331e-03,2.596e+02,8.446e+00,3.843e+02,-1.232e+01,2.744e+00,-4.027e-02,2.988e+00,-4.896e-01,8.685e-03,-1.274e-04,7.728e-03,-1.522e-03
6.242e+05,5.163e-01,-1.235e+00,-1.015e+00,-1.234e+00,8.266e-03,-2.071e-02,-4.158e-03,4.751e-02,1.767e+02,3.339e+02,1.239e+02,-2.342e+02,2.198e+00,-1.489e+00,-7.049e-01,-3.484e+00,6.955e-03,-4.713e-03,-1.287e-02,-3.798e-03
6.309e+05,-1.229e+00,4.840e-01,-6.231e-01,4.834e-01,3.089e-02,-6.692e-03,1.044e-02,-3.124e-02,1.811e+02,5.322e+01,5.081e+02,-1.487e+02,3.143e+00,-3.365e-01,-3.701e+00,1.935e+00,9.945e-03,-1.065e-03,-5.682e-03,5.470e-03
6.376e+05,-1.970e-01,1.114e+00,1.213e+00,1.112e+00,5.999e-03,-1.575e-02,8.970e-03,3.008e-02,2.476e+02,3.885e+02,1.167e+02,-1.832e+02,1.900e+00,-1.310e+00,1.085e+00,2.375e+00,6.014e-03,-4.145e-03,1.191e-02,1.661e-03
6.443e+05,1.302e+00,-8.306e-01,2.390e-01,-8.294e-01,3.205e-02,-1.796e-02,-3.507e-02,-3.418e-02,1.327e+02,1.171e+02,4.241e+02,-3.737e+02,3.297e+00,-8.607e-01,3.576e+00,-3.859e+00,1.043e-02,-2.724e-03,2.340e-04,-9.305e-03
6.510e+05,-2.081e-01,-8.533e-01,-1.311e+00,-8.521e-01,6.535e-03,-9.667e-03,9.561e-03,1.286e-02,4.107e+02,3.859e+02,1.292e+02,-1.217e+02,1.696e+00,-9.006e-01,-1.121e+00,-1.260e+00,5.367e-03,-2.850e-03,-9.465e-03,-8.364e-04
6.577e+05,-1.248e+00,1.145e+00,2.471e-01,1.143e+00,2.442e-02,-2.690e-02,-7.023e-02,1.557e-02,1.104e+02,1.888e+02,2.311e+02,-3.949e+02,3.098e+00,-1.372e+00,-2.295e+00,5.258e+00,9.805e-03,-4.341e-03,7.385e-03,1.013e-02
6.644e+05,6.654e-01,4.272e-01,1.229e+00,4.266e-01,1.096e-02,-3.309e-03,9.642e-03,6.760e-03,5.058e+02,1.214e+02,1.867e+02,-4.503e+01,1.882e+00,-2.779e-01,1.371e+00,6.188e-01,5.954e-03,-8.794e-04,7.693e-03,1.459e-03
6.711e+05,1.004e+00,-1.334e+00,-7.739e-01,-1.332e+00,1.340e-02,-2.766e-02,-4.264e-02,6.654e-02,1.136e+02,2.692e+02,1.332e+02,-3.155e+02,2.641e+00,-1.655e+00,4.428e-01,-5.183e+00,8.357e-03,-5.237e-03,-1.344e-02,-7.078e-03
6.779e+05,-1.094e+00,1.495e-01,-8.933e-01,1.493e-01,2.388e-02,-6.512e-04,2.262e-02,-7.712e-03,2.590e+02,7.838e+00,3.852e+02,-1.149e+01,2.747e+00,-3.745e-02,-3.001e+00,4.517e-01,8.694e-03,-1.185e-04,-7.749e-03,1.404e-03
6.846e+05,-5.270e-01,1.282e+00,1.215e+00,1.280e+00,5.637e-03,-2.079e-02,5.499e-03,5.240e-02,1.649e+02,3.679e+02,1.015e+02,-2.265e+02,2.072e+00,-1.585e+00,9.397e-01,3.492e+00,6.558e-03,-5.017e-03,1.439e-02,2.298e-03
6.913e+05,1.360e+00,-7.853e-01,2.824e-01,-7.842e-01,3.353e-02,-1.743e-02,-3.022e-02,-3.916e-02,1.282e+02,1.085e+02,4.549e+02,-3.843e+02,3.357e+00,-8.203e-01,3.922e+00,-3.752e+00,1.062e-02,-2.596e-03,9.643e-04,-9.063e-03
6.980e+05,-1.559e-01,-8.862e-01,-1.384e+00,-8.849e-01,5.439e-03,-1.024e-02,1.088e-02,1.324e-02,3.914e+02,4.253e+02,1.171e+02,-1.275e+02,1.641e+00,-9.863e-01,-1.130e+00,-1.300e+00,5.192e-03,-3.121e-03,-9.948e-03,-2.743e-04
7.047e+05,-1.294e+00,1.289e+00,5.087e-01,1.287e+00,2.011e-02,-3.028e-02,-7.719e-02,4.984e-02,9.484e+01,2.203e+02,1.650e+02,-3.831e+02,2.987e+00,-1.602e+00,-1.802e+00,5.923e+00,9.452e-03,-5.069e-03,1.133e-02,9.585e-03
7.114e+05,8.970e-01,1.390e-01,1.093e+00,1.388e-01,1.613e-02,-4.788e-04,1.564e-02,3.999e-03,3.835e+02,1.038e+01,2.602e+02,-7.143e+00,2.258e+00,-3.350e-02,2.030e+00,2.837e-01,7.146e-03,-1.060e-04,7.827e-03,8.757e-04
7.181e+05,7.697e-01,-1.392e+00,-1.215e+00,-1.390e+00,6.026e-03,-2.443e-02,-2.108e-03,7.387e-02,1.251e+02,3.455e+02,9.268e+01,-2.560e+02,2.220e+00,-1.739e+00,-7.121e-01,-4.429e+00,7.024e-03,-5.502e-03,-1.619e-02,-3.078e-03
7.248e+05,-1.401e+00,7.737e-01,-2.872e-01,7.726e-01,3.435e-02,-1.767e-02,-2.977e-02,-4.135e-02,1.235e+02,1.064e+02,4.651e+02,-4.000e+02,3.396e+00,-8.224e-01,-4.120e+00,3.779e+00,1.075e-02,-2.602e-03,-1.076e-03,9.050e-03
7.315e+05,1.647e-01,8.745e-01,1.435e+00,8.733e-01,4.954e-03,-9.967e-03,1.133e-02,1.219e-02,4.001e+02,4.438e+02,1.120e+02,-1.244e+02,1.594e+00,-9.878e-01,1.126e+00,1.231e+00,5.045e-03,-3.126e-03,9.969e-03,-8.028e-05
7.383e+05,1.302e+00,-1.421e+00,-7.816e-01,-1.419e+00,1.526e-02,-3.171e-02,-6.968e-02,8.499e-02,8.518e+01,2.521e+02,1.204e+02,-3.561e+02,2.823e+00,-1.774e+00,1.153e+00,-6.323e+00,8.934e-03,-5.615e-03,-1.495e-02,-8.292e-03
7.450e+05,-1.142e+00,2.050e-01,-8.388e-01,2.047e-01,2.599e-02,-1.384e-03,2.325e-02,-1.182e-02,2.347e+02,1.465e+01,4.238e+02,-2.621e+01,2.867e+00,-7.627e-02,-3.259e+00,6.749e-01,9.073e-03,-2.414e-04,-7.561e-03,2.060e-03
7.517e+05,-4.183e-01,1.274e+00,1.483e+00,1.272e+00,2.660e-03,-1.844e-02,1.906e-02,4.492e-02,1.763e+02,4.263e+02,8.280e+01,-2.004e+02,1.834e+00,-1.588e+00,1.256e+00,3.001e+00,5.804e-03,-5.027e-03,1.500e-02,-7.129e-05
7.584e+05,1.503e+00,-1.286e+00,-4.340e-01,-1.284e+00,2.356e-02,-3.219e-02,-9.846e-02,4.186e-02,8.085e+01,2.014e+02,1.719e+02,-4.278e+02,3.166e+00,-1.607e+00,2.692e+00,-6.487e+00,1.002e-02,-5.084e-03,-1.088e-02,-1.066e-02
7.651e+05,-8.849e-01,-1.456e-01,-1.106e+00,-1.454e-01,1.570e-02,-5.570e-04,1.520e-02,4.017e-03,3.929e+02,1.257e+01,2.539e+02,-8.227e+00,2.228e+00,-3.950e-02,-1.977e+00,-2.895e-01,7.051e-03,-1.250e-04,-7.817e-03,-8.870e-04
7.718e+05,-7.120e-01,1.436e+00,1.489e+00,1.434e+00,2.757e-03,-2.277e-02,1.685e-02,7.413e-02,1.232e+02,3.893e+02,7.392e+01,-2.336e+02,2.015e+00,-1.786e+00,1.130e+00,4.165e+00,6.376e-03,-5.650e-03,1.760e-02,7.305e-04
7.785e+05,1.577e+00,-1.255e+00,-3.630e-01,-1.253e+00,2.579e-02,-3.231e-02,-1.044e-01,3.009e-02,7.791e+01,1.896e+02,1.857e+02,-4.514e+02,3.257e+00,-1.567e+00,3.168e+00,-6.558e+00,1.031e-02,-4.960e-03,-9.956e-03,-1.111e-02
7.852e+05,-8.632e-01,-1.683e-01,-1.126e+00,-1.681e-01,1.502e-02,-7.442e-04,1.442e-02,4.323e-03,4.086e+02,1.794e+01,2.439e+02,-1.083e+01,2.179e+00,-5.395e-02,-1.890e+00,-3.203e-01,6.896e-03,-1.707e-04,-7.792e-03,-9.670e-04
7.919e+05,-6.843e-01,1.446e+00,1.589e+00,1.444e+00,1.730e-03,-2.196e-02,2.327e-02,7.198e-02,1.238e+02,4.065e+02,6.855e+01,-2.252e+02,1.937e+00,-1.791e+00,1.263e+00,4.026e+00,6.131e-03,-5.667e-03,1.792e-02,-1.539e-04
7.987e+05,1.623e+00,-1.446e+00,-6.697e-01,-1.443e+00,2.005e-02,-3.498e-02,-1.117e-01,8.345e-02,6.700e+01,2.219e+02,1.248e+02,-4.131e+02,3.088e+00,-1.790e+00,2.424e+00,-7.368e+00,9.773e-03,-5.663e-03,-1.472e-02,-1.032e-02
8.054e+05,-1.176e+00,2.318e-01,-8.049e-01,2.315e-01,2.738e-02,-1.941e-03,2.356e-02,-1.430e-02,2.201e+02,1.897e+01,4.504e+02,-3.853e+01,2.944e+00,-1.042e-01,-3.436e+00,8.049e-01,9.315e-03,-3.297e-04,-7.422e-03,2.422e-03
8.121e+05,-2.199e-01,1.170e+00,1.666e+00,1.168e+00,1.338e-03,-1.473e-02,2.261e-02,2.778e-02,2.237e+02,4.929e+02,7.632e+01,-1.683e+02,1.596e+00,-1.458e+00,1.354e+00,2.188e+00,5.052e-03,-4.613e-03,1.381e-02,-1.786e-03
8.188e+05,1.455e+00,-1.718e+00,-1.337e+00,-1.715e+00,7.805e-03,-3.301e-02,-4.471e-02,1.599e-01,6.248e+01,2.994e+02,6.680e+01,-3.201e+02,2.568e+00,-2.031e+00,2.463e-01,-7.365e+00,8.125e-03,-6.428e-03,-2.189e-02,-5.338e-03
8.255e+05,-1.680e+00,1.102e+00,1.269e-01,1.101e+00,3.203e-02,-3.005e-02,-9.704e-02,-1.189e-02,7.836e+01,1.560e+02,2.574e+02,-5.119e+02,3.464e+00,-1.371e+00,-4.308e+00,6.120e+00,1.096e-02,-4.337e-03,6.164e-03,1.152e-02
8.322e+05,8.334e-01,1.944e-01,1.155e+00,1.941e-01,1.408e-02,-1.011e-03,1.341e-02,4.504e-03,4.315e+02,2.680e+01,2.305e+02,-1.444e+01,2.111e+00,-7.567e-02,1.774e+00,3.472e-01,6.680e-03,-2.395e-04,7.759e-03,1.020e-03
8.389e+05,4.897e-01,-1.372e+00,-1.795e+00,-1.370e+00,-8.589e-05,-1.816e-02,3.277e-02,4.992e-02,1.493e+02,4.675e+02,6.197e+01,-1.942e+02,1.690e+00,-1.698e+00,-1.502e+00,-3.149e+00,5.347e-03,-5.373e-03,-1.696e-02,2.321e-03
8.456e+05,-1.544e+00,1.845e+00,1.554e+00,1.842e+00,5.697e-03,-3.313e-02,-3.226e-02,1.922e-01,5.470e+01,3.124e+02,5.440e+01,-3.107e+02,2.492e+00,-2.100e+00,2.767e-02,7.840e+00,7.887e-03,-6.646e-03,2.450e-02,4.201e-03
8.524e+05,1.872e+00,-1.493e+00,-6.549e-01,-1.491e+00,2.276e-02,-3.722e-02,-1.460e-01,8.720e-02,5.519e+01,2.081e+02,1.192e+02,-4.491e+02,3.239e+00,-1.816e+00,3.351e+00,-8.234e+00,1.025e-02,-5.746e-03,-1.528e-02,-1.152e-02
8.591e+05,-1.449e+00,5.812e-01,-4.574e-01,5.804e-01,3.655e-02,-1.262e-02,-2.075e-03,-4.456e-02,1.297e+02,7.480e+01,5.787e+02,-3.327e+02,3.448e+00,-5.785e-01,-4.658e+00,2.842e+00,1.091e-02,-1.831e-03,-3.928e-03,7.169e-03
8.658e+05,5.554e-01,4.817e-01,1.383e+00,4.810e-01,7.974e-03,-4.415e-03,8.401e-03,5.074e-03,5.854e+02,2.329e+02,1.473e+02,-5.881e+01,1.643e+00,-4.246e-01,1.117e+00,5.557e-01,5.200e-03,-1.344e-03,7.840e-03,6.423e-04
8.725e+05,4.452e-01,-1.362e+00,-1.914e+00,-1.360e+00,-8.746e-04,-1.691e-02,3.621e-02,4.399e-02,1.543e+02,4.953e+02,5.732e+01,-1.841e+02,1.593e+00,-1.677e+00,-1.575e+00,-2.916e+00,5.041e-03,-5.309e-03,-1.687e-02,3.305e-03
8.792e+05,-1.280e+00,1.902e+00,2.039e+00,1.899e+00,-2.711e-04,-2.763e-02,4.164e-02,1.715e-01,6.025e+01,3.800e+02,4.070e+01,-2.568e+02,2.079e+00,-2.100e+00,1.330e+00,6.642e+00,6.579e-03,-6.644e-03,2.603e-02,-1.055e-03
8.859e+05,1.833e+00,-2.107e+00,-1.874e+00,-2.104e+00,4.093e-03,-3.449e-02,-2.902e-02,2.718e-01,4.058e+01,3.168e+02,3.980e+01,-3.107e+02,2.477e+00,-2.200e+00,-9.729e-02,-9.251e+00,7.837e-03,-6.962e-03,-2.934e-02,-3.445e-03
8.926e+05,-2.118e+00,2.084e+00,1.576e+00,2.081e+00,9.451e-03,-3.839e-02,-1.157e-01,2.840e-01,3.584e+01,2.757e+02,4.638e+01,-3.567e+02,2.782e+00,-2.180e+00,-1.348e+00,1.042e+01,8.804e-03,-6.899e-03,2.823e-02,7.451e-03
8.993e+05,2.226e+00,-1.966e+00,-1.285e+00,-1.963e+00,1.443e-02,-4.017e-02,-1.710e-01,2.433e-01,3.588e+01,2.475e+02,5.741e+01,-3.958e+02,3.004e+00,-2.113e+00,2.533e+00,-1.061e+01,9.507e-03,-6.686e-03,-2.534e-02,-1.007e-02
9.060e+05,-2.264e+00,1.873e+00,1.106e+00,1.870e+00,1.772e-02,-4.074e-02,-1.945e-01,2.064e-01,3.665e+01,2.312e+02,6.693e+01,-4.220e+02,3.134e+00,-2.054e+00,-3.245e+00,1.052e+01,9.916e-03,-6.501e-03,2.313e-02,1.136e-02
9.128e+05,2.318e+00,-1.893e+00,-1.111e+00,-1.890e+00,1.810e-02,-4.109e-02,-2.050e-01,2.116e-01,3.532e+01,2.292e+02,6.574e+01,-4.263e+02,3.155e+00,-2.058e+00,3.420e+00,-1.074e+01,9.984e-03,-6.512e-03,-2.340e-02,-1.163e-02
9.195e+05,-2.429e+00,2.069e+00,1.349e+00,2.066e+00,1.510e-02,-4.137e-02,-2.062e-01,2.787e-01,3.107e+01,2.428e+02,5.190e+01,-4.054e+02,3.057e+00,-2.138e+00,-3.001e+00,1.152e+01,9.674e-03,-6.766e-03,2.703e-02,1.086e-02
9.262e+05,2.552e+00,-2.380e+00,-1.824e+00,-2.376e+00,9.580e-03,-4.044e-02,-1.685e-01,4.004e-01,2.599e+01,2.704e+02,3.522e+01,-3.664e+02,2.843e+00,-2.248e+00,1.906e+00,-1.250e+01,8.995e-03,-7.113e-03,-3.331e-02,-8.402e-03
9.329e+05,-2.504e+00,2.662e+00,2.427e+00,2.659e+00,3.301e-03,-3.712e-02,-5.067e-02,4.877e-01,2.369e+01,3.108e+02,2.438e+01,-3.199e+02,2.532e+00,-2.317e+00,-1.722e-01,1.254e+01,8.012e-03,-7.331e-03,3.894e-02,3.506e-03
9.396e+05,1.904e+00,-2.510e+00,-2.778e+00,-2.506e+00,-2.222e-03,-3.016e-02,9.204e-02,3.443e-01,3.189e+01,3.745e+02,2.258e+01,-2.651e+02,2.104e+00,-2.265e+00,-1.677e+00,-9.593e+00,6.658e-03,-7.167e-03,-3.646e-02,3.221e-03
9.463e+05,-2.940e-01,1.272e+00,2.096e+00,1.270e+00,-1.621e-03,-1.375e-02,3.517e-02,2.699e-02,1.858e+02,5.645e+02,5.258e+01,-1.599e+02,1.390e+00,-1.563e+00,1.580e+00,2.228e+00,4.399e-03,-4.948e-03,1.551e-02,-4.784e-03
9.530e+05,-2.145e+00,1.309e+00,3.310e-01,1.307e+00,3.309e-02,-3.650e-02,-1.666e-01,9.920e-03,5.008e+01,1.623e+02,1.739e+02,-5.628e+02,3.607e+00,-1.599e+00,-5.646e+00,8.151e+00,1.142e-02,-5.060e-03,1.039e-02,1.324e-02
9.597e+05,3.162e+00,-3.319e+00,-3.162e+00,-3.314e+00,1.770e-03,-3.769e-02,-3.659e-02,7.913e-01,1.506e+01,3.159e+02,1.506e+01,-3.159e+02,2.498e+00,-2.384e+00,-1.139e-02,-1.583e+01,7.906e-03,-7.543e-03,-5.000e-02,-2.348e-03
9.664e+05,5.703e-01,4.399e-01,1.415e+00,4.393e-01,7.723e-03,-4.008e-03,8.235e-03,4.282e-03,6.097e+02,2.259e+02,1.440e+02,-5.355e+01,1.611e+00,-3.931e-01,1.092e+00,4.845e-01,5.098e-03,-1.244e-03,7.757e-03,4.799e-04
9.732e+05,-3.595e+00,3.873e+00,3.889e+00,3.867e+00,-1.062e-04,-3.676e-02,4.570e-02,1.064e+00,1.134e+01,3.283e+02,1.051e+01,-3.043e+02,2.406e+00,-2.413e+00,6.970e-01,1.800e+01,7.615e-03,-7.637e-03,5.915e-02,-2.485e-04
9.799e+05,-4.025e+00,3.531e+00,2.845e+00,3.526e+00,8.760e-03,-4.337e-02,-3.891e-01,1.000e+00,1.104e+01,2.676e+02,1.539e+01,-3.731e+02,2.894e+00,-2.368e+00,-3.286e+00,1.975e+01,9.158e-03,-7.493e-03,5.248e-02,1.097e-02
9.866e+05,-4.488e+00,3.947e+00,3.243e+00,3.941e+00,8.080e-03,-4.352e-02,-4.561e-01,1.271e+00,8.858e+00,2.701e+02,1.213e+01,-3.699e+02,2.876e+00,-2.391e+00,-3.471e+00,2.208e+01,9.101e-03,-7.566e-03,5.933e-02,1.133e-02
9.933e+05,-5.071e+00,5.578e+00,5.930e+00,5.570e+00,-2.156e-03,-3.584e-02,3.051e-01,2.181e+00,5.569e+00,3.415e+02,4.774e+00,-2.928e+02,2.309e+00,-2.452e+00,1.970e+00,2.532e+01,7.308e-03,-7.760e-03,8.656e-02,-5.316e-03
1.000e+06,6.174e+00,-6.848e+00,-7.422e+00,-6.838e+00,-2.839e-03,-3.544e-02,5.681e-01,3.260e+00,3.723e+00,3.464e+02,3.102e+00,-2.887e+02,2.274e+00,-2.463e+00,-2.829e+00,-3.078e+01,7.195e-03,-7.794e-03,-1.067e-01,8.652e-03
