Freq,Re(Av),Im(Av),Re(Ai),Im(Ai),Re(Pin),Im(Pin),Re(Pout),Im(Pout),Re(Zin),Im(Zin),Re(Zout),Im(Zout),Re(Vin),Im(Vin),Re(Vout),Im(Vout),Re(Iin),Im(Iin),Re(Iout),Im(Iout)
Hz,,,,,W,W,W,W,Ohms,Ohms,Ohms,Ohms,V,V,V,V,A,A,A,A
5.705e+05,-8.704e-01,7.528e+00,4.787e-01,1.882e-01,-5.740e-03,-3.343e-03,2.202e-02,-1.362e-02,6.305e+01,4.188e+02,1.890e+02,-7.119e+02,1.502e-01,-5.564e-01,4.058e+00,1.615e+00,3.004e-03,-1.113e-02,3.532e-03,-4.762e-03
5.772e+05,-6.879e-01,7.719e+00,7.118e-01,1.930e-01,-3.495e-03,-2.099e-03,1.817e-02,-1.458e-02,9.796e+01,5.336e+02,9.192e+01,-5.173e+02,1.206e-01,-4.351e-01,3.275e+00,1.230e+00,2.413e-03,-8.701e-03,3.397e-03,-5.728e-03
5.839e+05,-4.333e-01,7.507e+00,9.438e-01,1.877e-01,-1.452e-03,-1.186e-03,1.094e-02,-8.011e-03,2.243e+02,7.692e+02,5.400e+01,-3.870e+02,1.028e-01,-2.884e-01,2.120e+00,8.968e-01,2.056e-03,-5.767e-03,3.023e-03,-5.057e-03
5.906e+05,-1.043e-01,6.689e+00,1.137e+00,1.672e-01,6.296e-05,-3.991e-04,2.950e-03,9.714e-04,1.287e+03,1.143e+03,3.787e+01,-2.886e+02,1.080e-01,-9.234e-02,6.064e-01,7.324e-01,2.161e-03,-1.847e-03,2.765e-03,-1.738e-03
5.973e+05,2.842e-01,5.090e+00,1.239e+00,1.273e-01,-2.625e-04,1.620e-03,-1.020e-02,-2.144e-03,5.156e+02,-6.646e+02,3.221e+01,-2.020e+02,1.857e-01,2.182e-01,-1.058e+00,1.007e+00,3.713e-03,4.363e-03,4.047e-03,5.880e-03
6.040e+05,6.920e-01,2.641e+00,1.193e+00,6.602e-02,-3.624e-03,2.191e-02,-7.239e-02,2.684e-03,1.035e+02,-1.809e+02,3.502e+01,-1.087e+02,6.816e-01,8.036e-01,-1.650e+00,2.356e+00,1.363e-02,1.607e-02,1.520e-02,2.007e-02
6.107e+05,1.048e+00,-5.187e-01,9.481e-01,-1.297e-02,1.132e-01,-6.123e-02,8.070e-02,-1.176e-01,4.555e+01,2.419e+01,5.561e+01,2.659e+01,2.459e+00,-6.226e-01,2.253e+00,-1.928e+00,4.918e-02,-1.245e-02,4.646e-02,-1.244e-02
6.175e+05,1.253e+00,-3.937e+00,4.889e-01,-9.844e-02,-2.304e-02,-3.374e-02,-7.429e-02,3.961e-02,3.167e+01,1.547e+02,2.010e+02,3.622e+02,6.674e-01,-1.264e+00,-4.141e+00,-4.211e+00,1.335e-02,-2.528e-02,4.037e-03,-1.367e-02
6.242e+05,1.202e+00,-6.814e+00,-1.338e-01,-1.704e-01,-1.231e-02,-8.158e-03,2.204e-02,2.081e-03,3.390e+01,2.786e+02,1.066e+03,-1.190e+03,2.478e-01,-8.228e-01,-5.309e+00,-2.678e+00,4.957e-03,-1.646e-02,-3.467e-03,1.357e-03
6.309e+05,8.290e-01,-8.114e+00,-7.791e-01,-2.028e-01,-4.641e-03,-2.487e-03,2.594e-02,-2.286e-02,6.864e+01,4.726e+02,7.714e+01,-5.006e+02,1.249e-01,-4.977e-01,-3.934e+00,-1.426e+00,2.499e-03,-9.953e-03,-3.966e-03,7.248e-03
6.376e+05,1.612e-01,-6.921e+00,-1.225e+00,-1.730e-01,-1.223e-04,-5.295e-04,4.645e-03,-2.951e-04,8.941e+02,1.187e+03,3.266e+01,-2.779e+02,1.026e-01,-1.290e-01,-8.763e-01,-7.309e-01,2.052e-03,-2.580e-03,-2.960e-03,2.806e-03
6.443e+05,-6.249e-01,-3.018e+00,-1.236e+00,-7.546e-02,-3.723e-03,1.473e-02,-5.768e-02,-6.041e-03,1.262e+02,-2.263e+02,3.262e+01,-1.201e+02,5.356e-01,6.878e-01,1.741e+00,-2.046e+00,1.071e-02,1.376e-02,-1.220e-02,-1.781e-02
6.510e+05,-1.211e+00,2.524e+00,-6.945e-01,6.310e-02,-1.394e-02,-6.981e-02,-1.372e-01,-2.208e-02,3.402e+01,1.025e+02,1.028e+02,1.724e+02,1.196e+00,-1.459e+00,2.234e+00,4.786e+00,2.393e-02,-2.918e-02,-1.478e-02,2.177e-02
6.577e+05,-1.248e+00,7.230e+00,2.457e-01,1.807e-01,-1.208e-02,-7.513e-03,3.113e-02,-6.606e-03,3.144e+01,2.851e+02,5.374e+02,-1.076e+03,2.316e-01,-8.108e-01,5.573e+00,2.687e+00,4.633e-03,-1.622e-02,4.069e-03,-3.147e-03
6.644e+05,-5.860e-01,8.125e+00,1.110e+00,2.031e-01,-2.367e-03,-1.424e-03,1.812e-02,-1.779e-02,1.300e+02,6.482e+02,3.926e+01,-3.588e+02,9.942e-02,-3.581e-01,2.851e+00,1.018e+00,1.988e-03,-7.161e-03,3.662e-03,-7.546e-03
6.711e+05,4.986e-01,3.769e+00,1.293e+00,9.422e-02,-2.292e-03,6.720e-03,-3.373e-02,-9.330e-03,1.942e+02,-3.412e+02,2.974e+01,-1.435e+02,3.467e-01,4.845e-01,-1.653e+00,1.548e+00,6.934e-03,9.691e-03,8.055e-03,1.319e-02
6.779e+05,1.294e+00,-3.664e+00,5.135e-01,-9.160e-02,-2.458e-02,-4.172e-02,-9.152e-02,3.544e-02,2.972e+01,1.395e+02,1.838e+02,3.240e+02,7.720e-01,-1.351e+00,-3.951e+00,-4.577e+00,1.544e-02,-2.702e-02,5.454e-03,-1.529e-02
6.846e+05,1.080e+00,-8.508e+00,-7.495e-01,-2.127e-01,-7.114e-03,-3.566e-03,4.056e-02,-3.439e-02,4.125e+01,3.857e+02,8.237e+01,-5.442e+02,1.452e-01,-6.139e-01,-5.066e+00,-1.899e+00,2.905e-03,-1.228e-02,-4.788e-03,8.584e-03
6.913e+05,-1.378e-01,-5.694e+00,-1.374e+00,-1.424e-01,2.774e-04,4.630e-04,-3.805e-03,1.889e-03,1.274e+03,-7.502e+02,2.619e+01,-2.044e+02,1.429e-01,8.099e-02,4.415e-01,-8.251e-01,2.859e-03,1.620e-03,-3.698e-03,-2.633e-03
6.980e+05,-1.282e+00,3.204e+00,-5.798e-01,8.009e-02,-2.332e-02,-5.302e-02,-1.153e-01,1.989e-02,3.029e+01,1.230e+02,1.460e+02,2.561e+02,9.301e-01,-1.425e+00,3.373e+00,4.807e+00,1.860e-02,-2.850e-02,-8.502e-03,1.801e-02
7.047e+05,-1.024e+00,8.849e+00,9.353e-01,2.212e-01,-6.016e-03,-2.870e-03,4.064e-02,-4.006e-02,4.559e+01,4.224e+02,5.413e+01,-4.602e+02,1.274e-01,-5.631e-01,4.852e+00,1.704e+00,2.549e-03,-1.126e-02,4.875e-03,-9.969e-03
7.114e+05,5.404e-01,3.428e+00,1.307e+00,8.571e-02,-2.701e-03,9.106e-03,-4.233e-02,-8.471e-03,1.670e+02,-2.907e+02,2.916e+01,-1.293e+02,4.122e-01,5.522e-01,-1.671e+00,1.712e+00,8.244e-03,1.104e-02,9.826e-03,1.514e-02
7.181e+05,1.419e+00,-7.063e+00,-1.742e-01,-1.766e-01,-1.577e-02,-1.052e-02,3.387e-02,2.635e-04,2.444e+01,2.458e+02,8.125e+02,-1.204e+03,2.822e-01,-9.317e-01,-6.180e+00,-3.315e+00,5.643e-03,-1.863e-02,-4.274e-03,2.250e-03
7.248e+05,1.579e-01,-7.005e+00,-1.437e+00,-1.751e-01,-1.288e-04,-5.064e-04,5.273e-03,-5.572e-04,8.994e+02,1.221e+03,2.385e+01,-2.408e+02,9.921e-02,-1.276e-01,-8.783e-01,-7.152e-01,1.984e-03,-2.552e-03,-3.299e-03,3.321e-03
7.315e+05,-1.412e+00,4.939e+00,-2.764e-01,1.235e-01,-2.409e-02,-2.573e-02,-3.430e-02,4.274e-02,2.491e+01,1.728e+02,5.457e+02,6.498e+02,5.280e-01,-1.218e+00,5.271e+00,4.327e+00,1.056e-02,-2.436e-02,8.937e-05,8.036e-03
7.383e+05,-4.422e-01,8.083e+00,1.433e+00,2.021e-01,-1.382e-03,-9.855e-04,1.446e-02,-1.365e-02,2.115e+02,8.173e+02,2.389e+01,-2.788e+02,8.878e-02,-2.775e-01,2.204e+00,8.404e-01,1.776e-03,-5.550e-03,3.665e-03,-7.592e-03
7.450e+05,1.429e+00,-4.939e+00,2.731e-01,-1.235e-01,-2.457e-02,-2.639e-02,-3.486e-02,4.327e-02,2.431e+01,1.707e+02,5.566e+02,6.525e+02,5.359e-01,-1.231e+00,-5.315e+00,-4.406e+00,1.072e-02,-2.462e-02,-1.127e-04,-8.049e-03
7.517e+05,2.528e-01,-7.428e+00,-1.501e+00,-1.857e-01,-4.858e-04,-6.683e-04,8.277e-03,-4.220e-03,5.083e+02,1.096e+03,2.185e+01,-2.447e+02,9.225e-02,-1.811e-01,-1.322e+00,-7.310e-01,1.845e-03,-3.622e-03,-3.443e-03,5.096e-03
7.584e+05,-1.520e+00,7.450e+00,2.550e-01,1.863e-01,-1.645e-02,-1.060e-02,4.634e-02,-7.786e-03,2.132e+01,2.424e+02,5.015e+02,-1.095e+03,2.792e-01,-9.490e-01,6.646e+00,3.522e+00,5.583e-03,-1.898e-02,4.959e-03,-3.800e-03
7.651e+05,4.965e-01,3.600e+00,1.362e+00,8.999e-02,-2.055e-03,7.171e-03,-3.619e-02,-7.639e-03,1.964e+02,-3.269e+02,2.685e+01,-1.304e+02,3.676e-01,4.877e-01,-1.573e+00,1.565e+00,7.352e-03,9.755e-03,9.133e-03,1.394e-02
7.718e+05,1.168e+00,-9.849e+00,-1.220e+00,-2.462e-01,-6.428e-03,-2.757e-03,5.708e-02,-6.476e-02,3.507e+01,4.141e+02,3.229e+01,-3.972e+02,1.190e-01,-5.793e-01,-5.566e+00,-1.849e+00,2.380e-03,-1.159e-02,-5.756e-03,1.355e-02
7.785e+05,-1.481e+00,5.073e+00,-2.407e-01,1.268e-01,-2.539e-02,-2.670e-02,-3.034e-02,4.343e-02,2.262e+01,1.693e+02,6.753e+02,6.979e+02,5.351e-01,-1.247e+00,5.535e+00,4.562e+00,1.070e-02,-2.495e-02,5.876e-04,7.363e-03
7.852e+05,4.020e-01,4.138e+00,1.423e+00,1.035e-01,-1.017e-03,3.910e-03,-2.333e-02,-5.467e-03,2.902e+02,-4.400e+02,2.457e+01,-1.436e+02,2.749e-01,3.556e-01,-1.361e+00,1.281e+00,5.498e-03,7.111e-03,7.087e-03,1.069e-02
7.919e+05,9.125e-01,-9.767e+00,-1.517e+00,-2.442e-01,-4.082e-03,-1.736e-03,4.073e-02,-5.304e-02,5.603e+01,5.201e+02,2.117e+01,-3.184e+02,9.407e-02,-4.615e-01,-4.421e+00,-1.340e+00,1.881e-03,-9.229e-03,-5.108e-03,1.354e-02
7.987e+05,-1.596e+00,9.507e+00,7.890e-01,2.377e-01,-1.220e-02,-6.059e-03,8.608e-02,-6.556e-02,1.920e+01,2.949e+02,7.364e+01,-5.803e+02,1.885e-01,-8.035e-01,7.338e+00,3.075e+00,3.770e-03,-1.607e-02,6.794e-03,-1.178e-02
8.054e+05,1.554e+00,-5.580e+00,1.426e-01,-1.395e-01,-2.490e-02,-2.347e-02,-9.912e-03,3.828e-02,2.053e+01,1.776e+02,1.256e+03,7.274e+02,4.827e-01,-1.216e+00,-6.033e+00,-4.583e+00,9.654e-03,-2.431e-02,-2.015e-03,-4.815e-03
8.121e+05,-1.121e+00,9.827e-01,-8.704e-01,2.457e-02,7.919e-02,-9.831e-02,-1.143e-02,-1.635e-01,3.976e+01,4.296e+01,6.594e+01,5.459e+01,2.266e+00,-1.085e+00,-1.475e+00,3.443e+00,4.532e-02,-2.169e-02,-3.892e-02,1.999e-02
8.188e+05,6.475e-01,2.528e+00,1.298e+00,6.320e-02,-1.777e-03,2.008e-02,-6.790e-02,7.758e-03,1.181e+02,-1.837e+02,2.962e+01,-9.596e+01,6.778e-01,7.405e-01,-1.433e+00,2.193e+00,1.356e-02,1.481e-02,1.666e-02,2.008e-02
8.255e+05,-3.387e-01,-4.448e+00,-1.492e+00,-1.112e-01,-4.522e-04,2.594e-03,-1.732e-02,-2.990e-03,3.934e+02,-5.274e+02,2.233e+01,-1.474e+02,2.335e-01,2.777e-01,1.156e+00,-1.133e+00,4.670e-03,5.554e-03,-6.351e-03,-8.808e-03
8.322e+05,2.824e-01,4.768e+00,1.529e+00,1.192e-01,-1.074e-04,1.726e-03,-1.263e-02,-1.022e-03,5.322e+02,-6.195e+02,2.126e+01,-1.543e+02,2.014e-01,2.143e-01,-9.648e-01,1.021e+00,4.028e-03,4.286e-03,5.647e-03,7.033e-03
8.389e+05,-5.158e-01,-3.343e+00,-1.397e+00,-8.358e-02,-2.032e-03,8.630e-03,-4.157e-02,-5.772e-03,1.831e+02,-2.944e+02,2.553e+01,-1.181e+02,4.133e-01,5.220e-01,1.532e+00,-1.651e+00,8.266e-03,1.044e-02,-1.068e-02,-1.527e-02
8.456e+05,1.032e+00,-2.425e-01,9.676e-01,-6.062e-03,1.275e-01,-3.061e-02,1.198e-01,-6.124e-02,4.695e+01,1.147e+01,5.341e+01,1.220e+01,2.543e+00,-3.009e-01,2.552e+00,-9.272e-01,5.086e-02,-6.019e-03,4.918e-02,-6.132e-03
8.524e+05,-1.663e+00,5.963e+00,-6.684e-02,1.491e-01,-2.575e-02,-2.307e-02,5.109e-03,3.458e-02,1.793e+01,1.776e+02,1.873e+03,2.821e+02,4.696e-01,-1.228e+00,6.541e+00,4.843e+00,9.392e-03,-2.456e-02,3.033e-03,3.042e-03
8.591e+05,1.878e+00,-1.144e+01,-1.209e+00,-2.859e-01,-1.196e-02,-5.288e-03,1.366e-01,-1.297e-01,1.386e+01,3.025e+02,3.239e+01,-4.653e+02,1.671e-01,-7.913e-01,-8.736e+00,-3.396e+00,3.341e-03,-1.583e-02,-8.565e-03,1.818e-02
8.658e+05,-8.650e-01,1.038e+01,1.959e+00,2.595e-01,-3.312e-03,-1.316e-03,4.099e-02,-6.082e-02,6.131e+01,5.817e+02,1.281e+01,-2.633e+02,7.934e-02,-4.146e-01,4.235e+00,1.182e+00,1.587e-03,-8.292e-03,5.260e-03,-1.583e-02
8.725e+05,-1.260e+00,1.991e+00,-7.148e-01,4.976e-02,4.586e-03,-9.854e-02,-1.427e-01,-8.583e-02,3.142e+01,7.772e+01,9.739e+01,1.325e+02,1.607e+00,-1.534e+00,1.028e+00,5.131e+00,3.213e-02,-3.067e-02,-2.144e-02,2.352e-02
8.792e+05,1.808e+00,-1.299e+01,-1.779e+00,-3.247e-01,-8.913e-03,-3.352e-03,1.417e-01,-1.758e-01,1.482e+01,3.565e+02,1.529e+01,-3.622e+02,1.234e-01,-6.789e-01,-8.594e+00,-2.831e+00,2.469e-03,-1.358e-02,-8.800e-03,2.335e-02
8.859e+05,1.149e+00,-1.099e+00,8.437e-01,-2.747e-02,7.016e-02,-1.048e-01,-3.454e-02,-1.657e-01,3.782e+01,4.689e+01,7.017e+01,6.283e+01,2.215e+00,-1.183e+00,1.247e+00,-3.794e+00,4.430e-02,-2.366e-02,3.673e-02,-2.118e-02
8.926e+05,-1.253e+00,1.218e+01,2.164e+00,3.046e-01,-5.016e-03,-1.726e-03,7.705e-02,-1.192e-01,3.006e+01,4.788e+02,1.047e+01,-2.801e+02,8.493e-02,-5.079e-01,6.083e+00,1.671e+00,1.699e-03,-1.016e-02,6.770e-03,-2.146e-02
8.993e+05,-2.220e+00,1.303e+01,1.462e+00,3.258e-01,-1.293e-02,-5.538e-03,1.983e-01,-1.954e-01,9.934e+00,2.921e+02,2.229e+01,-4.407e+02,1.686e-01,-8.214e-01,1.033e+01,4.020e+00,3.371e-03,-1.643e-02,1.028e-02,-2.292e-02
9.060e+05,-2.069e+00,9.040e+00,5.040e-01,2.260e-01,-2.088e-02,-1.287e-02,1.171e-01,-4.568e-02,1.154e+01,2.172e+02,1.639e+02,-8.232e+02,3.019e-01,-1.066e+00,9.007e+00,4.934e+00,6.038e-03,-2.131e-02,7.859e-03,-9.377e-03
9.128e+05,-1.977e+00,7.839e+00,2.713e-01,1.960e-01,-2.386e-02,-1.689e-02,7.883e-02,-6.502e-03,1.267e+01,1.970e+02,4.464e+02,-1.122e+03,3.665e-01,-1.152e+00,8.307e+00,5.150e+00,7.330e-03,-2.304e-02,6.504e-03,-4.815e-03
9.195e+05,-2.352e+00,1.176e+01,1.045e+00,2.941e-01,-1.708e-02,-8.563e-03,2.005e-01,-1.475e-01,8.896e+00,2.489e+02,4.240e+01,-5.507e+02,2.251e-01,-9.511e-01,1.066e+01,4.885e+00,4.501e-03,-1.902e-02,1.030e-02,-1.856e-02
9.262e+05,-2.263e+00,1.610e+01,2.421e+00,4.024e-01,-9.166e-03,-3.169e-03,2.302e-01,-3.110e-01,9.467e+00,3.540e+02,8.299e+00,-3.310e+02,1.153e-01,-6.867e-01,1.079e+01,3.411e+00,2.307e-03,-1.373e-02,1.111e-02,-3.233e-02
9.329e+05,6.102e-01,2.580e+00,1.366e+00,6.449e-02,-1.319e-03,1.722e-02,-6.226e-02,6.792e-03,1.328e+02,-1.973e+02,2.673e+01,-9.315e+01,6.316e-01,6.818e-01,-1.373e+00,2.045e+00,1.263e-02,1.364e-02,1.638e-02,1.944e-02
9.396e+05,2.295e+00,-1.714e+01,-2.764e+00,-4.285e-01,-8.389e-03,-2.741e-03,2.420e-01,-3.517e-01,9.171e+00,3.717e+02,6.390e+00,-3.090e+02,1.044e-01,-6.560e-01,-1.100e+01,-3.296e+00,2.089e-03,-1.312e-02,-1.140e-02,3.537e-02
9.463e+05,-2.911e+00,1.810e+01,2.470e+00,4.525e-01,-1.181e-02,-4.390e-03,3.721e-01,-4.449e-01,5.762e+00,3.100e+02,7.928e+00,-3.649e+02,1.405e-01,-7.811e-01,1.373e+01,4.817e+00,2.810e-03,-1.562e-02,1.401e-02,-3.732e-02
9.530e+05,2.735e+00,-1.938e+01,-3.067e+00,-4.844e-01,-9.285e-03,-3.048e-03,3.421e-01,-4.853e-01,6.483e+00,3.531e+02,5.187e+00,-3.151e+02,1.104e-01,-6.903e-01,-1.307e+01,-4.027e+00,2.208e-03,-1.381e-02,-1.346e-02,4.127e-02
9.597e+05,1.000e+00,-4.963e-05,1.000e+00,-1.241e-06,1.250e-01,-6.048e-06,1.250e-01,-1.241e-05,5.000e+01,2.419e-03,5.000e+01,2.419e-03,2.500e+00,-6.048e-05,2.500e+00,-1.846e-04,5.000e-02,-1.210e-06,5.000e-02,-1.272e-06
9.664e+05,-7.439e-01,1.070e+01,2.506e+00,2.676e-01,-2.358e-03,-9.203e-04,3.565e-02,-5.842e-02,7.999e+01,6.906e+02,7.873e+00,-2.127e+02,6.581e-02,-3.496e-01,3.693e+00,9.645e-01,1.316e-03,-6.992e-03,5.169e-03,-1.717e-02
9.732e+05,2.937e+00,-1.378e+01,-1.276e+00,-3.445e-01,-1.930e-02,-9.745e-03,3.254e-01,-2.370e-01,5.717e+00,2.339e+02,2.862e+01,-5.323e+02,2.409e-01,-1.011e+00,-1.323e+01,-6.290e+00,4.818e-03,-2.023e-02,-1.312e-02,2.415e-02
9.799e+05,-3.282e+00,1.603e+01,1.653e+00,4.008e-01,-1.813e-02,-8.551e-03,4.302e-01,-3.553e-01,4.574e+00,2.437e+02,1.729e+01,-4.808e+02,2.188e-01,-9.770e-01,1.494e+01,6.714e+00,4.376e-03,-1.954e-02,1.506e-02,-3.054e-02
9.866e+05,-3.059e+00,1.394e+01,1.260e+00,3.484e-01,-2.031e-02,-1.051e-02,3.502e-01,-2.435e-01,5.275e+00,2.272e+02,2.925e+01,-5.448e+02,2.528e-01,-1.039e+00,1.370e+01,6.701e+00,5.056e-03,-2.078e-02,1.361e-02,-2.442e-02
9.933e+05,5.759e+00,-3.822e+01,-6.167e+00,-9.555e-01,-1.058e-02,-3.366e-03,1.537e+00,-2.193e+00,1.467e+00,3.316e+02,1.284e+00,-3.097e+02,1.143e-01,-7.362e-01,-2.748e+01,-8.608e+00,2.286e-03,-1.472e-02,-2.817e-02,8.863e-02
1.000e+06,2.853e+00,-2.390e+01,-4.657e+00,-5.976e-01,-6.790e-03,-1.850e-03,3.899e-01,-6.932e-01,5.886e+00,4.177e+02,2.268e+00,-2.564e+02,7.866e-02,-5.879e-01,-1.383e+01,-3.557e+00,1.573e-03,-1.176e-02,-1.435e-02,5.382e-02
